,codmpio,ano,H_coca,coca,year,pct.chg
7855,95025,1999,6699.75,1,1999,Inf
7856,95200,1999,10608.4,1,1999,Inf
7857,97001,1999,183.72,1,1999,Inf
7858,97161,1999,830.28,1,1999,Inf
7859,97511,1999,0,0,1999,0
7860,97666,1999,0,0,1999,0
7861,97777,1999,0,0,1999,0
7862,97889,1999,0,0,1999,0
7863,99001,1999,0,0,1999,0
7864,99524,1999,0,0,1999,0
7865,99624,1999,0,0,1999,0
7866,99760,1999,0,0,1999,0
7867,99773,1999,0,0,1999,0
7868,5001,2000,0,0,2000,0
7869,5002,2000,0,0,2000,0
7870,5004,2000,0,0,2000,0
7871,5021,2000,0,0,2000,0
7872,5030,2000,0,0,2000,0
7873,5031,2000,96.54,1,2000,0.637103612
7874,5034,2000,0,0,2000,0
7875,5036,2000,0,0,2000,0
7876,5038,2000,0,0,2000,0
7877,5040,2000,183.63,1,2000,-0.57462531
7878,5042,2000,0,0,2000,0
7879,5044,2000,0,0,2000,0
7880,5045,2000,0,0,2000,0
7881,5051,2000,0,0,2000,0
7882,5055,2000,0,0,2000,0
7883,5059,2000,0,0,2000,0
7884,5079,2000,0,0,2000,0
7885,5086,2000,0,0,2000,0
7886,5088,2000,0,0,2000,0
7887,5091,2000,0,0,2000,0
7888,5093,2000,0,0,2000,0
7889,5101,2000,0,0,2000,0
7890,5107,2000,18.16,1,2000,0.015659955
7891,5113,2000,0,0,2000,0
7892,5120,2000,91.45,1,2000,-0.460980785
7893,5125,2000,0,0,2000,0
7894,5129,2000,0,0,2000,0
7895,5134,2000,25.07,1,2000,Inf
7896,5138,2000,0,0,2000,0
7897,5142,2000,0,0,2000,0
7898,5145,2000,0,0,2000,0
7899,5147,2000,0,0,2000,0
7900,5148,2000,0,0,2000,0
7901,5150,2000,0,0,2000,0
7902,5154,2000,9.84,1,2000,Inf
7903,5172,2000,0,0,2000,0
7904,5190,2000,0,0,2000,0
7905,5197,2000,0,0,2000,0
7906,5206,2000,0,0,2000,0
7907,5209,2000,0,0,2000,0
7908,5212,2000,0,0,2000,0
7909,5234,2000,13.94,1,2000,Inf
7910,5237,2000,7.4,1,2000,Inf
7911,5240,2000,0,0,2000,0
7912,5250,2000,63.81,1,2000,-0.280040618
7913,5264,2000,0,0,2000,0
7914,5266,2000,0,0,2000,0
7915,5282,2000,0,0,2000,0
7916,5284,2000,14.12,1,2000,Inf
7917,5306,2000,0,0,2000,0
7918,5308,2000,0,0,2000,0
7919,5310,2000,14.83,1,2000,Inf
7920,5313,2000,0,0,2000,0
7921,5315,2000,0,0,2000,0
7922,5318,2000,0,0,2000,0
7923,5321,2000,0,0,2000,0
7924,5347,2000,0,0,2000,0
7925,5353,2000,0,0,2000,0
7926,5360,2000,0,0,2000,0
7927,5361,2000,121,1,2000,-0.459773194
7928,5364,2000,0,0,2000,0
7929,5368,2000,0,0,2000,0
7930,5376,2000,0,0,2000,0
7931,5380,2000,0,0,2000,0
7932,5390,2000,0,0,2000,0
7933,5400,2000,0,0,2000,0
7934,5411,2000,0,0,2000,0
7935,5425,2000,38.48,1,2000,Inf
7936,5440,2000,0,0,2000,0
7937,5467,2000,0,0,2000,0
7938,5475,2000,0,0,2000,0
7939,5480,2000,0,0,2000,0
7940,5483,2000,0,0,2000,-1
7941,5490,2000,0,0,2000,0
7942,5495,2000,0,0,2000,0
7943,5501,2000,0,0,2000,0
7944,5541,2000,0,0,2000,0
7945,5543,2000,0,0,2000,0
7946,5576,2000,0,0,2000,0
7947,5579,2000,138.31,1,2000,Inf
7948,5585,2000,0,0,2000,0
7949,5591,2000,0,0,2000,0
7950,5604,2000,285.94,1,2000,-0.486089145
7951,5607,2000,0,0,2000,0
7952,5615,2000,0,0,2000,0
7953,5628,2000,9.2,1,2000,Inf
7954,5631,2000,0,0,2000,0
7955,5642,2000,0,0,2000,0
7956,5647,2000,0,0,2000,-1
7957,5649,2000,0,0,2000,0
7958,5652,2000,0,0,2000,0
7959,5656,2000,0,0,2000,0
7960,5658,2000,0,0,2000,0
7961,5659,2000,0,0,2000,0
7962,5660,2000,0,0,2000,0
7963,5664,2000,0,0,2000,0
7964,5665,2000,0,0,2000,0
7965,5667,2000,9.38,1,2000,Inf
7966,5670,2000,37.99,1,2000,Inf
7967,5674,2000,0,0,2000,0
7968,5679,2000,0,0,2000,0
7969,5686,2000,0,0,2000,-1
7970,5690,2000,0,0,2000,0
7971,5697,2000,0,0,2000,0
7972,5736,2000,193.74,1,2000,0.023346715
7973,5756,2000,0,0,2000,0
7974,5761,2000,0,0,2000,0
7975,5789,2000,0,0,2000,0
7976,5790,2000,539.99,1,2000,-0.470997384
7977,5792,2000,0,0,2000,0
7978,5809,2000,0,0,2000,0
7979,5819,2000,0,0,2000,0
7980,5837,2000,0,0,2000,0
7981,5842,2000,14.57,1,2000,Inf
7982,5847,2000,0,0,2000,0
7983,5854,2000,71.12,1,2000,-0.460271686
7984,5856,2000,0,0,2000,0
7985,5858,2000,8.56,1,2000,-0.89620468
7986,5861,2000,0,0,2000,0
7987,5873,2000,0,0,2000,0
7988,5885,2000,36.33,1,2000,-0.658359977
7989,5887,2000,28.69,1,2000,Inf
7990,5890,2000,80.46,1,2000,Inf
7991,5893,2000,190.18,1,2000,-0.55772093
7992,5895,2000,204.2,1,2000,1.66232073
7993,8001,2000,0,0,2000,0
7994,8078,2000,0,0,2000,0
7995,8137,2000,0,0,2000,0
7996,8141,2000,0,0,2000,0
7997,8296,2000,0,0,2000,0
7998,8372,2000,0,0,2000,0
7999,8421,2000,0,0,2000,0
8000,8433,2000,0,0,2000,0
8001,8436,2000,0,0,2000,0
8002,8520,2000,0,0,2000,0
8003,8549,2000,0,0,2000,0
8004,8558,2000,0,0,2000,0
8005,8560,2000,0,0,2000,0
8006,8573,2000,0,0,2000,0
8007,8606,2000,0,0,2000,0
8008,8634,2000,0,0,2000,0
8009,8638,2000,0,0,2000,0
8010,8675,2000,0,0,2000,0
8011,8685,2000,0,0,2000,0
8012,8758,2000,0,0,2000,0
8013,8770,2000,0,0,2000,0
8014,8832,2000,0,0,2000,0
8015,8849,2000,0,0,2000,0
8016,11001,2000,0,0,2000,0
8017,13001,2000,0,0,2000,0
8018,13006,2000,17.31,1,2000,Inf
8019,13030,2000,19.44,1,2000,Inf
8020,13042,2000,120.89,1,2000,Inf
8021,13052,2000,0,0,2000,0
8022,13062,2000,0,0,2000,0
8023,13074,2000,0,0,2000,0
8024,13140,2000,0,0,2000,0
8025,13160,2000,1268.56,1,2000,-0.333917911
8026,13188,2000,0,0,2000,0
8027,13212,2000,0,0,2000,0
8028,13222,2000,0,0,2000,0
8029,13244,2000,0,0,2000,0
8030,13248,2000,0,0,2000,0
8031,13268,2000,0,0,2000,0
8032,13300,2000,0,0,2000,0
8033,13430,2000,0,0,2000,0
8034,13433,2000,0,0,2000,0
8035,13440,2000,0,0,2000,0
8036,13442,2000,0,0,2000,0
8037,13458,2000,150.07,1,2000,Inf
8038,13468,2000,0,0,2000,0
8039,13473,2000,167.7,1,2000,-0.312648578
8040,13490,2000,0,0,2000,0
8041,13549,2000,0,0,2000,0
8042,13580,2000,0,0,2000,0
8043,13600,2000,258.2,1,2000,Inf
8044,13620,2000,0,0,2000,0
8045,13647,2000,0,0,2000,0
8046,13650,2000,0,0,2000,0
8047,13654,2000,0,0,2000,0
8048,13655,2000,0,0,2000,0
8049,13657,2000,0,0,2000,0
8050,13667,2000,8.13,1,2000,Inf
8051,13670,2000,1248.95,1,2000,-0.131521671
8052,13673,2000,0,0,2000,0
8053,13683,2000,0,0,2000,0
8054,13688,2000,1578.72,1,2000,0.095268489
8055,13744,2000,821.28,1,2000,-0.054946319
8056,13760,2000,0,0,2000,0
8057,13780,2000,0,0,2000,0
8058,13810,2000,300.8,1,2000,Inf
8059,13836,2000,0,0,2000,0
8060,13838,2000,0,0,2000,0
8061,13873,2000,0,0,2000,0
8062,13894,2000,0,0,2000,0
8063,15001,2000,0,0,2000,0
8064,15022,2000,0,0,2000,0
8065,15047,2000,0,0,2000,0
8066,15051,2000,0,0,2000,0
8067,15087,2000,0,0,2000,0
8068,15090,2000,0,0,2000,0
8069,15092,2000,0,0,2000,0
8070,15097,2000,0,0,2000,0
8071,15104,2000,0,0,2000,0
8072,15106,2000,0,0,2000,0
8073,15109,2000,0,0,2000,0
8074,15114,2000,0,0,2000,0
8075,15131,2000,0,0,2000,0
8076,15135,2000,0,0,2000,0
8077,15162,2000,0,0,2000,0
8078,15172,2000,0,0,2000,0
8079,15176,2000,0,0,2000,0
8080,15180,2000,0,0,2000,0
8081,15183,2000,0,0,2000,0
8082,15185,2000,0,0,2000,0
8083,15187,2000,0,0,2000,0
8084,15189,2000,0,0,2000,0
8085,15204,2000,0,0,2000,0
8086,15212,2000,0,0,2000,0
8087,15215,2000,0,0,2000,0
8088,15218,2000,0,0,2000,0
8089,15223,2000,154.42,1,2000,Inf
8090,15224,2000,0,0,2000,0
8091,15226,2000,0,0,2000,0
8092,15232,2000,0,0,2000,0
8093,15236,2000,0,0,2000,0
8094,15238,2000,0,0,2000,0
8095,15244,2000,0,0,2000,0
8096,15248,2000,0,0,2000,0
8097,15272,2000,0,0,2000,0
8098,15276,2000,0,0,2000,0
8099,15293,2000,0,0,2000,0
8100,15296,2000,0,0,2000,0
8101,15299,2000,0,0,2000,0
8102,15317,2000,0,0,2000,0
8103,15322,2000,0,0,2000,0
8104,15325,2000,0,0,2000,0
8105,15332,2000,0,0,2000,0
8106,15362,2000,0,0,2000,0
8107,15367,2000,0,0,2000,0
8108,15368,2000,0,0,2000,0
8109,15377,2000,0,0,2000,0
8110,15380,2000,0,0,2000,0
8111,15401,2000,0,0,2000,0
8112,15403,2000,0,0,2000,0
8113,15407,2000,0,0,2000,0
8114,15425,2000,0,0,2000,0
8115,15442,2000,19.3,1,2000,Inf
8116,15455,2000,0,0,2000,0
8117,15464,2000,0,0,2000,0
8118,15466,2000,0,0,2000,0
8119,15469,2000,0,0,2000,0
8120,15476,2000,0,0,2000,0
8121,15480,2000,0,0,2000,0
8122,15491,2000,0,0,2000,0
8123,15494,2000,0,0,2000,0
8124,15500,2000,0,0,2000,0
8125,15507,2000,89.1,1,2000,Inf
8126,15511,2000,0,0,2000,0
8127,15514,2000,0,0,2000,0
8128,15516,2000,0,0,2000,0
8129,15518,2000,0,0,2000,0
8130,15522,2000,0,0,2000,0
8131,15531,2000,22.7,1,2000,Inf
8132,15533,2000,0,0,2000,0
8133,15537,2000,0,0,2000,0
8134,15542,2000,0,0,2000,0
8135,15550,2000,0,0,2000,0
8136,15572,2000,0,0,2000,0
8137,15580,2000,14.02,1,2000,Inf
8138,15599,2000,0,0,2000,0
8139,15600,2000,0,0,2000,0
8140,15621,2000,0,0,2000,0
8141,15632,2000,0,0,2000,0
8142,15638,2000,0,0,2000,0
8143,15646,2000,0,0,2000,0
8144,15660,2000,0,0,2000,0
8145,15664,2000,0,0,2000,0
8146,15667,2000,0,0,2000,0
8147,15673,2000,0,0,2000,0
8148,15676,2000,0,0,2000,0
8149,15681,2000,22.79,1,2000,Inf
8150,15686,2000,0,0,2000,0
8151,15690,2000,0,0,2000,0
8152,15693,2000,0,0,2000,0
8153,15696,2000,0,0,2000,0
8154,15720,2000,0,0,2000,0
8155,15723,2000,0,0,2000,0
8156,15740,2000,0,0,2000,0
8157,15753,2000,0,0,2000,0
8158,15755,2000,0,0,2000,0
8159,15757,2000,0,0,2000,0
8160,15759,2000,0,0,2000,0
8161,15761,2000,0,0,2000,0
8162,15762,2000,0,0,2000,0
8163,15763,2000,0,0,2000,0
8164,15764,2000,0,0,2000,0
8165,15774,2000,0,0,2000,0
8166,15776,2000,0,0,2000,0
8167,15778,2000,0,0,2000,0
8168,15790,2000,0,0,2000,0
8169,15798,2000,0,0,2000,0
8170,15804,2000,0,0,2000,0
8171,15806,2000,0,0,2000,0
8172,15808,2000,0,0,2000,0
8173,15810,2000,0,0,2000,0
8174,15814,2000,0,0,2000,0
8175,15816,2000,0,0,2000,0
8176,15820,2000,0,0,2000,0
8177,15822,2000,0,0,2000,0
8178,15832,2000,0,0,2000,0
8179,15835,2000,0,0,2000,0
8180,15837,2000,0,0,2000,0
8181,15839,2000,0,0,2000,0
8182,15842,2000,0,0,2000,0
8183,15861,2000,0,0,2000,0
8184,15879,2000,0,0,2000,0
8185,15897,2000,0,0,2000,0
8186,17001,2000,0,0,2000,0
8187,17013,2000,0,0,2000,0
8188,17042,2000,0,0,2000,0
8189,17050,2000,0,0,2000,0
8190,17088,2000,0,0,2000,0
8191,17174,2000,0,0,2000,0
8192,17272,2000,0,0,2000,0
8193,17380,2000,0,0,2000,0
8194,17388,2000,0,0,2000,0
8195,17433,2000,0,0,2000,0
8196,17442,2000,0,0,2000,0
8197,17444,2000,0,0,2000,0
8198,17446,2000,0,0,2000,0
8199,17486,2000,0,0,2000,0
8200,17495,2000,0,0,2000,0
8201,17513,2000,0,0,2000,0
8202,17524,2000,0,0,2000,0
8203,17541,2000,0,0,2000,0
8204,17614,2000,0,0,2000,0
8205,17616,2000,0,0,2000,0
8206,17653,2000,0,0,2000,0
8207,17662,2000,0,0,2000,0
8208,17665,2000,0,0,2000,0
8209,17777,2000,0,0,2000,0
8210,17867,2000,0,0,2000,0
8211,17873,2000,0,0,2000,0
8212,17877,2000,0,0,2000,0
8213,18001,2000,34.63,1,2000,0.075799938
8214,18029,2000,251.62,1,2000,0.580924855
8215,18094,2000,176.02,1,2000,0.725517106
8216,18150,2000,13551.44,1,2000,1.115597714
8217,18205,2000,1163.77,1,2000,-0.268152033
8218,18247,2000,80.3,1,2000,22.34302326
8219,18256,2000,154.36,1,2000,5.420965058
8220,18410,2000,1193.01,1,2000,-0.151329549
8221,18460,2000,995.87,1,2000,-0.66857141
8222,18479,2000,6.39,1,2000,Inf
8223,18592,2000,437.3,1,2000,1.826030761
8224,18610,2000,429.26,1,2000,0.109858572
8225,18753,2000,1713.38,1,2000,-0.409279122
8226,18756,2000,4005.4,1,2000,0.614833211
8227,18785,2000,1170.39,1,2000,-0.561301713
8228,18860,2000,1240.15,1,2000,-0.483425806
8229,19001,2000,0,0,2000,0
8230,19022,2000,0,0,2000,0
8231,19050,2000,445.01,1,2000,-0.711594297
8232,19075,2000,0,0,2000,-1
8233,19100,2000,0,0,2000,-1
8234,19110,2000,0,0,2000,0
8235,19130,2000,0,0,2000,0
8236,19137,2000,0,0,2000,0
8237,19142,2000,0,0,2000,0
8238,19212,2000,0,0,2000,0
8239,19256,2000,1904.45,1,2000,12.50673759
8240,19290,2000,0,0,2000,0
8241,19300,2000,0,0,2000,0
8242,19318,2000,95.42,1,2000,Inf
8243,19355,2000,0,0,2000,0
8244,19364,2000,0,0,2000,0
8245,19392,2000,0,0,2000,0
8246,19397,2000,0,0,2000,0
8247,19418,2000,25.05,1,2000,Inf
8248,19450,2000,0,0,2000,0
8249,19455,2000,0,0,2000,0
8250,19473,2000,0,0,2000,0
8251,19513,2000,0,0,2000,0
8252,19517,2000,0,0,2000,0
8253,19532,2000,0,0,2000,0
8254,19533,2000,1684.77,1,2000,-0.404317081
8255,19548,2000,0,0,2000,0
8256,19573,2000,0,0,2000,0
8257,19585,2000,0,0,2000,0
8258,19622,2000,0,0,2000,0
8259,19693,2000,0,0,2000,0
8260,19698,2000,0,0,2000,0
8261,19701,2000,351.7,1,2000,-0.698886986
8262,19743,2000,0,0,2000,0
8263,19760,2000,0,0,2000,0
8264,19780,2000,0,0,2000,0
8265,19785,2000,0,0,2000,0
8266,19807,2000,0,0,2000,0
8267,19809,2000,69.23,1,2000,Inf
8268,19821,2000,0,0,2000,0
8269,19824,2000,0,0,2000,0
8270,19845,2000,0,0,2000,0
8271,20001,2000,0,0,2000,0
8272,20011,2000,153.1,1,2000,Inf
8273,20013,2000,0,0,2000,0
8274,20032,2000,0,0,2000,0
8275,20045,2000,0,0,2000,0
8276,20060,2000,0,0,2000,0
8277,20175,2000,0,0,2000,0
8278,20178,2000,0,0,2000,0
8279,20228,2000,0,0,2000,0
8280,20238,2000,0,0,2000,0
8281,20250,2000,0,0,2000,0
8282,20295,2000,0,0,2000,0
8283,20310,2000,0,0,2000,0
8284,20383,2000,15.79,1,2000,Inf
8285,20400,2000,0,0,2000,0
8286,20443,2000,0,0,2000,0
8287,20517,2000,29.72,1,2000,Inf
8288,20550,2000,91.66,1,2000,Inf
8289,20570,2000,0,0,2000,0
8290,20614,2000,0,0,2000,0
8291,20621,2000,0,0,2000,0
8292,20710,2000,131.42,1,2000,Inf
8293,20750,2000,0,0,2000,0
8294,20770,2000,357.05,1,2000,Inf
8295,20787,2000,0,0,2000,0
8296,23001,2000,0,0,2000,0
8297,23068,2000,0,0,2000,0
8298,23079,2000,0,0,2000,0
8299,23090,2000,0,0,2000,0
8300,23162,2000,0,0,2000,0
8301,23168,2000,0,0,2000,0
8302,23182,2000,0,0,2000,0
8303,23189,2000,0,0,2000,0
8304,23300,2000,0,0,2000,0
8305,23350,2000,0,0,2000,0
8306,23417,2000,0,0,2000,0
8307,23419,2000,0,0,2000,0
8308,23464,2000,0,0,2000,0
8309,23466,2000,48.41,1,2000,-0.932709683
8310,23500,2000,0,0,2000,0
8311,23555,2000,0,0,2000,0
8312,23570,2000,0,0,2000,0
8313,23574,2000,0,0,2000,0
8314,23580,2000,54.83,1,2000,-0.886578958
8315,23586,2000,0,0,2000,0
8316,23660,2000,0,0,2000,0
8317,23670,2000,0,0,2000,0
8318,23672,2000,0,0,2000,0
8319,23675,2000,0,0,2000,0
8320,23678,2000,0,0,2000,0
8321,23682,2000,0,0,2000,0
8322,23686,2000,0,0,2000,0
8323,23807,2000,13.44,1,2000,-0.980357195
8324,23815,2000,0,0,2000,0
8325,23855,2000,0,0,2000,-1
8326,25001,2000,0,0,2000,0
8327,25019,2000,0,0,2000,0
8328,25035,2000,0,0,2000,0
8329,25040,2000,0,0,2000,0
8330,25053,2000,0,0,2000,0
8331,25086,2000,0,0,2000,0
8332,25095,2000,0,0,2000,0
8333,25099,2000,0,0,2000,0
8334,25120,2000,0,0,2000,0
8335,25123,2000,0,0,2000,0
8336,25126,2000,0,0,2000,0
8337,25148,2000,0,0,2000,0
8338,25151,2000,0,0,2000,0
8339,25154,2000,0,0,2000,0
8340,25168,2000,0,0,2000,0
8341,25175,2000,0,0,2000,0
8342,25178,2000,0,0,2000,0
8343,25181,2000,0,0,2000,0
8344,25183,2000,0,0,2000,0
8345,25200,2000,0,0,2000,0
8346,25214,2000,0,0,2000,0
8347,25224,2000,0,0,2000,0
8348,25245,2000,0,0,2000,0
8349,25258,2000,0,0,2000,0
8350,25260,2000,0,0,2000,0
8351,25269,2000,0,0,2000,0
8352,25279,2000,0,0,2000,0
8353,25281,2000,0,0,2000,0
8354,25286,2000,0,0,2000,0
8355,25288,2000,0,0,2000,0
8356,25290,2000,0,0,2000,0
8357,25293,2000,0,0,2000,0
8358,25295,2000,0,0,2000,0
8359,25297,2000,0,0,2000,0
8360,25299,2000,0,0,2000,0
8361,25307,2000,0,0,2000,0
8362,25312,2000,0,0,2000,0
8363,25317,2000,0,0,2000,0
8364,25320,2000,0,0,2000,0
8365,25322,2000,0,0,2000,0
8366,25324,2000,0,0,2000,0
8367,25326,2000,0,0,2000,0
8368,25328,2000,0,0,2000,0
8369,25335,2000,0,0,2000,0
8370,25339,2000,0,0,2000,0
8371,25368,2000,0,0,2000,0
8372,25372,2000,0,0,2000,0
8373,25377,2000,0,0,2000,0
8374,25386,2000,0,0,2000,0
8375,25394,2000,0,0,2000,0
8376,25398,2000,0,0,2000,0
8377,25402,2000,0,0,2000,0
8378,25407,2000,0,0,2000,0
8379,25426,2000,0,0,2000,0
8380,25430,2000,0,0,2000,0
8381,25436,2000,0,0,2000,0
8382,25438,2000,0,0,2000,0
8383,25473,2000,0,0,2000,0
8384,25483,2000,0,0,2000,0
8385,25486,2000,0,0,2000,0
8386,25488,2000,0,0,2000,0
8387,25489,2000,0,0,2000,0
8388,25491,2000,0,0,2000,0
8389,25506,2000,0,0,2000,0
8390,25513,2000,0,0,2000,0
8391,25518,2000,0,0,2000,0
8392,25524,2000,0,0,2000,0
8393,25530,2000,0,0,2000,0
8394,25535,2000,0,0,2000,0
8395,25572,2000,0,0,2000,0
8396,25580,2000,0,0,2000,0
8397,25592,2000,0,0,2000,0
8398,25594,2000,0,0,2000,0
8399,25596,2000,0,0,2000,0
8400,25599,2000,0,0,2000,0
8401,25612,2000,0,0,2000,0
8402,25645,2000,0,0,2000,0
8403,25649,2000,0,0,2000,0
8404,25653,2000,0,0,2000,0
8405,25658,2000,0,0,2000,0
8406,25662,2000,0,0,2000,0
8407,25718,2000,0,0,2000,0
8408,25736,2000,0,0,2000,0
8409,25740,2000,0,0,2000,0
8410,25743,2000,0,0,2000,0
8411,25745,2000,0,0,2000,0
8412,25754,2000,0,0,2000,0
8413,25758,2000,0,0,2000,0
8414,25769,2000,0,0,2000,0
8415,25772,2000,0,0,2000,0
8416,25777,2000,0,0,2000,0
8417,25779,2000,0,0,2000,0
8418,25781,2000,0,0,2000,0
8419,25785,2000,0,0,2000,0
8420,25793,2000,0,0,2000,0
8421,25797,2000,0,0,2000,0
8422,25799,2000,0,0,2000,0
8423,25805,2000,0,0,2000,0
8424,25807,2000,0,0,2000,0
8425,25815,2000,0,0,2000,0
8426,25817,2000,0,0,2000,0
8427,25823,2000,0,0,2000,0
8428,25839,2000,0,0,2000,0
8429,25841,2000,0,0,2000,0
8430,25843,2000,0,0,2000,0
8431,25845,2000,0,0,2000,0
8432,25851,2000,0,0,2000,0
8433,25862,2000,0,0,2000,0
8434,25867,2000,0,0,2000,0
8435,25871,2000,0,0,2000,0
8436,25873,2000,0,0,2000,0
8437,25875,2000,0,0,2000,0
8438,25878,2000,0,0,2000,0
8439,25885,2000,65.8,1,2000,Inf
8440,25898,2000,0,0,2000,0
8441,25899,2000,0,0,2000,0
8442,27001,2000,0,0,2000,0
8443,27006,2000,0,0,2000,0
8444,27025,2000,0,0,2000,0
8445,27050,2000,0,0,2000,0
8446,27073,2000,0,0,2000,0
8447,27075,2000,0,0,2000,0
8448,27077,2000,0,0,2000,0
8449,27086,2000,0,0,2000,0
8450,27099,2000,0,0,2000,0
8451,27135,2000,0,0,2000,0
8452,27150,2000,0,0,2000,0
8453,27160,2000,0,0,2000,0
8454,27205,2000,0,0,2000,0
8455,27245,2000,0,0,2000,0
8456,27250,2000,0,0,2000,0
8457,27361,2000,0,0,2000,0
8458,27372,2000,0,0,2000,0
8459,27413,2000,0,0,2000,0
8460,27425,2000,0,0,2000,0
8461,27430,2000,0,0,2000,0
8462,27450,2000,0,0,2000,0
8463,27491,2000,0,0,2000,0
8464,27495,2000,0,0,2000,0
8465,27580,2000,0,0,2000,0
8466,27600,2000,0,0,2000,0
8467,27615,2000,250,1,2000,Inf
8468,27660,2000,0,0,2000,0
8469,27745,2000,0,0,2000,0
8470,27787,2000,0,0,2000,0
8471,27800,2000,0,0,2000,0
8472,27810,2000,0,0,2000,0
8473,41001,2000,0,0,2000,0
8474,41006,2000,0,0,2000,0
8475,41013,2000,0,0,2000,0
8476,41016,2000,0,0,2000,0
8477,41020,2000,0,0,2000,0
8478,41026,2000,0,0,2000,0
8479,41078,2000,0,0,2000,0
8480,41132,2000,0,0,2000,0
8481,41206,2000,0,0,2000,0
8482,41244,2000,0,0,2000,0
8483,41298,2000,0,0,2000,0
8484,41306,2000,0,0,2000,0
8485,41319,2000,0,0,2000,0
8486,41349,2000,0,0,2000,0
8487,41357,2000,0,0,2000,0
8488,41359,2000,0,0,2000,0
8489,41378,2000,0,0,2000,0
8490,41396,2000,0,0,2000,0
8491,41483,2000,0,0,2000,0
8492,41503,2000,0,0,2000,0
8493,41518,2000,0,0,2000,0
8494,41524,2000,0,0,2000,0
8495,41530,2000,0,0,2000,0
8496,41548,2000,0,0,2000,0
8497,41551,2000,0,0,2000,0
8498,41615,2000,0,0,2000,0
8499,41660,2000,0,0,2000,0
8500,41668,2000,0,0,2000,0
8501,41676,2000,0,0,2000,0
8502,41770,2000,0,0,2000,0
8503,41791,2000,0,0,2000,0
8504,41797,2000,0,0,2000,0
8505,41799,2000,0,0,2000,0
8506,41801,2000,0,0,2000,0
8507,41807,2000,0,0,2000,0
8508,41872,2000,0,0,2000,0
8509,41885,2000,0,0,2000,0
8510,44001,2000,107.11,1,2000,Inf
8511,44035,2000,0,0,2000,0
8512,44078,2000,0,0,2000,0
8513,44090,2000,138.11,1,2000,Inf
8514,44098,2000,0,0,2000,0
8515,44110,2000,0,0,2000,0
8516,44279,2000,0,0,2000,0
8517,44378,2000,0,0,2000,0
8518,44420,2000,0,0,2000,0
8519,44430,2000,0,0,2000,0
8520,44560,2000,0,0,2000,0
8521,44650,2000,76.62,1,2000,Inf
8522,44847,2000,0,0,2000,0
8523,44855,2000,0,0,2000,0
8524,44874,2000,0,0,2000,0
8525,47001,2000,190.84,1,2000,-0.575911111
8526,47030,2000,0,0,2000,0
8527,47053,2000,0,0,2000,-1
8528,47058,2000,0,0,2000,0
8529,47161,2000,0,0,2000,0
8530,47170,2000,0,0,2000,0
8531,47189,2000,9.63,1,2000,-0.831052632
8532,47205,2000,0,0,2000,0
8533,47245,2000,0,0,2000,0
8534,47258,2000,0,0,2000,0
8535,47268,2000,0,0,2000,0
8536,47288,2000,0,0,2000,0
8537,47318,2000,0,0,2000,0
8538,47460,2000,0,0,2000,0
8539,47541,2000,0,0,2000,0
8540,47545,2000,0,0,2000,0
8541,47551,2000,0,0,2000,0
8542,47555,2000,0,0,2000,0
8543,47570,2000,0,0,2000,0
8544,47605,2000,0,0,2000,0
8545,47660,2000,0,0,2000,0
8546,47675,2000,0,0,2000,0
8547,47692,2000,0,0,2000,0
8548,47703,2000,0,0,2000,0
8549,47707,2000,0,0,2000,0
8550,47720,2000,0,0,2000,0
8551,47745,2000,0,0,2000,0
8552,47798,2000,0,0,2000,0
8553,47960,2000,0,0,2000,0
8554,47980,2000,0,0,2000,0
8555,50001,2000,0,0,2000,0
8556,50006,2000,0,0,2000,0
8557,50110,2000,0,0,2000,0
8558,50124,2000,0,0,2000,0
8559,50150,2000,0,0,2000,0
8560,50223,2000,0,0,2000,0
8561,50226,2000,0,0,2000,0
8562,50245,2000,0,0,2000,0
8563,50251,2000,0.48,1,2000,Inf
8564,50270,2000,0,0,2000,0
8565,50287,2000,0,0,2000,0
8566,50313,2000,0,0,2000,0
8567,50318,2000,0,0,2000,0
8568,50325,2000,1360.56,1,2000,Inf
8569,50330,2000,908.93,1,2000,0.006099046
8570,50350,2000,4829.34,1,2000,-0.011574145
8571,50370,2000,1168.55,1,2000,-0.011554631
8572,50400,2000,0,0,2000,0
8573,50450,2000,144.44,1,2000,-0.753422787
8574,50568,2000,22.12,1,2000,Inf
8575,50573,2000,0,0,2000,0
8576,50577,2000,195.83,1,2000,-0.831765504
8577,50590,2000,1736.93,1,2000,-0.082358597
8578,50606,2000,0,0,2000,0
8579,50680,2000,0,0,2000,0
8580,50683,2000,19.63,1,2000,Inf
8581,50686,2000,0,0,2000,0
8582,50689,2000,0,0,2000,0
8583,50711,2000,736.47,1,2000,-0.04329696
8584,52001,2000,0,0,2000,0
8585,52019,2000,0,0,2000,-1
8586,52022,2000,0,0,2000,0
8587,52036,2000,0,0,2000,0
8588,52051,2000,0,0,2000,0
8589,52079,2000,1769.58,1,2000,3.616456225
8590,52083,2000,0,0,2000,0
8591,52110,2000,0,0,2000,0
8592,52203,2000,0,0,2000,0
8593,52207,2000,0,0,2000,0
8594,52210,2000,0,0,2000,0
8595,52215,2000,0,0,2000,0
8596,52224,2000,0,0,2000,0
8597,52227,2000,0,0,2000,0
8598,52233,2000,11.11,1,2000,Inf
